review,sentiment
forget every spy movie you ve ever seen this is what life was like in the ussr and still is in many places in russia and the ex soviet countries vera dreams of life of leisure as she imagines the west to be her reality is very different with a bitter mother a violent father and the ever present alcohol and her prospects for the future are not much better she finds a man and they try to patch up a life together but he is afflicted by the same environment both socially and physically the scenery in this movie is brilliant sitting comfortably in the company of post apocalyptic movies but obviously done with no special effects they have just walked in and shot whatever happened to be in front of the camera forget your stereotyped cold russians of spy movies this is the real deal people are passionate vibrant and present in a way you ll never see in a drama from the west ,1
 hot millions is a delightful comedy that is made even better by the presence of the marvelous cast assembled for it the movie is a tribute to the genius of peter ustinov who wrote the screen play and appears as the key figure of an enterprising embezzler the movie directed by eric till doesn t show signs of having dated as terribly as some others from that period at the center of the action is a friendly man marcus pendleton who before being released from prison fixes the income tax forms for the warden who is amazed of the refund he is owed by the government marcus who is a genius at numbers sees opportunities where others wouldn t he starts working for a firm that uses the latest computer for its accounting but pendleton is a resourceful man who finds a way to take advantage of the system and establishes different phony accounts in different parts of the continent marcus is assigned a secretary who also happens to have a flat in his building the inept patty is seen working as a bus fare taker who manages to make a mess of everything how she lands a job as a secretary is beyond comprehension but things are never the same in the office when the creepy willard gnatpole decides to go after her but have no fear patty s heart belongs to marcus who is an accomplished pianist and she is a flutist and they make beautiful music together the best thing in the film is peter ustinov he clearly understood how marcus should be played and runs away with the film mr ustinov gives an assured account of the embezzler the excellent maggie smith is also at her best with her take on patty the kind woman who adores marcus and who proves to be a genius herself when it comes to investing the money she finds in marcus pockets karl malden is perfect as the american in charge of the corporation bob newhart also appears as gnatpole the man who desires patty but can t get her to reciprocate the marvelous robert morley is seen as caesar smith whose identity marcus has assumed cesar romero appears also in a cameo role as an airport customs inspector hot millions will delight everyone looking for a fun time in the company of that unsavory but charming character marcus pendleton ,1
i saw grande ecole at its world premiere on the rotterdam film festival i had no idea what i was entering and if i d had any idea i wouldn t have entered this is the most pretentious film i ve seen for a long time it tries to be provocative yet deep with its full frontal homosexual sex scenes it doesn t succeed it s nothing but another bad excuse of showing naked persons on the big screen 4 10,0
this was without a doubt the worst movie i have ever sat through and that s saying alot because i ve seen my share of horrible movies but i have never seen a movie in which every single character portrayed was an unintelligent loser seriously there was not one respectable character in the entire script how fitting that the plot was equally lame lacking any intelligence whatsoever i can t believe that keanu reeves and cameron diaz would even consent to participating in such stupidity and while i haven t seen all of their other movies i ve always enjoyed their performances until now it s not that the acting was bad just the entire story line was moronic ,0
i enjoyed watching brigham young and found it to be a positive and largely true portrayal of the lds faith i think that a remake of this epic journey across the plains would be beneficial since many people today are not familiar with the trials and persecutions faced by the early mormon church it is an incredible story of a strong and devoted people as a member of the church the single most disturbing aspect of the film most of the historical inaccuracies did not bother me much was the portrayal of brigham young as one that had knowingly deceived church members into believing he had been called to be joseph s successor as the prophet although i understand the dramatic reasons for this plot line it creates the impression that his doubts in this regard are historical fact when in reality both brigham and the bulk of the church members understood and believed firmly that he had been called to lead the church brigham did not knowingly deceive the saints rather he led them confidently by inspiration the point is important for mormons because on it hinges an important aspect of our faith that god truly speaks to prophets today and that brigham young like joseph smith was an inspired prophet of god whether or not you believe this statement or not just know that the film does not accurately portray what brigham himself believed ,1
ok so maybe it s because i m from the north east of scotland and i talk just like the guys in this film but i found this great fun cheap fun to be sure but plenty of effort has gone into making the film look great and the actors certainly give it all i was actually quite effected when they died in particulare when the captain finally fell the script well it s a game of 2 halfs the opening half of the film is well written and sharp the last half hour is not so great with many questions left unanswered this will doubtless annoy others as it annoyed me but nevertheless good fun and a very smart first feature from sturton ,1
the title says it all i m not a film critic nor will i act like the rest of the snobbish people commenting on this movie obviously this movie didn t have a multi million dollar budget but the plot was very well done the acting was awesome and the cinematography was great it looked like you all had a lot of fun making this movie i voted 9 out of 10 as the sound was strong on only one channel instead of both but i imagine this might have been an error in the recording of the dvd i ll definitely be checking out other movies produced by brain damage films dylan o leary cast and crew i thank you ,1
i don t often go out of my way to write comments but for this i had to just to warn anyone that might think that by watching this they will see a comedy this doesn t come close while the premise change in colour gender whatever is bad enough and has been done better many times before the actual transformation of two black guys into two white girls is one of the least convincing transformations ever put on screen it would be bad enough if all that was required by the script was a change to white chicks however the wayans brothers are required to disguise themselves as two specific white women as you will have guessed by now they fail completely i have seen drag queens without makeup make more convincing women than these two do with the best special effects and make up people that hollywood can provide its appalling add to the mix a basketball player built like a building terrible dialogue and more plot holes than a golf course and this film hits a new personal low and i like bad movies avoid like the plague ,0
bad movie it s too complicated for young children and too childish for grown ups i just saw it because i m a robin williams fan and i was very disappointed ,0
firstly this is simply the funniest movie i have ever seen it incorporates perfectly timed slapstick sexual humour and cleverly thought up stand up but it goes deeper than that the souler opposite is an original love story something we don t see that often that gave me hope that there is love out there that two people who love each other can work through their adversity and that such a comedic take on life something i believe we all should have can be accepted by the people that really matter chris meloni gives a such a convincing performance as barry singer that he should have won an oscar the film is brilliantly written and i hope we will be seeing more films from everyone involved in the future ,1
odious chuck norris decided to put one final nail in the coffincontaining his film career before going to the safe world of cbssaturday night carnage with this hysterically bad supernaturalactioner for such a dumb movie this thing sure is plotty norris is chicagocop frank shatter first off what kind of last name is shatter have you ever met any shatters genforum com has no listing forthe last name shatter which opens up any half clever viewer toreplace the a in shatter with an i he and his partner calvinjackson do the same old buddy cop routine you have seenbefore make funny with the pimps and make their captain mad jackson looking like the theoretical love child of whoopi goldbergand rick james quickly wears on the nerves with his constantcomplaining and eddie murphy patented facial expressions shatter and calvin become involved with an emissary of satan whom we are introduced to in the too long opening scenes prosatano is a demon who is locked in a crypt by king richard thelionhearted the demon s scepter from which he gets his power is busted into nine pieces and hid in nine different parts of theworld by holy men in 1951 some grave robbers accidentally letprosatano out and he begins collecting the nine pieces hedisguises himself as an antiquities professor named lockley andalways happens to be giving a lecture where a holy man is killedand a piece of the scepter is taken norris brings in his walker texas blunder cohort sheree wilson who plays lockley s assistant she helps norris with hisinvestigation they make goo goo eyes at each other and ourintrepid investigators travel to israel after a rabbi is killed inchicago while in israel calvin is given even more to complainabout the heat the lack of restaurant accomodations the lousydrivers and the fact that he is missing the chicago bulls playoffgames norris even manages to work a cute israeli kid into thisnightmare bezi steals calvin s wallet and hangs around the men leading them around israel and not arousing any sort ofappropriate suspicion eventually lockley prosatano assembles all of the scepterpieces but needs the blood of royalty to complete the ceremonyand call up the devil where to find royal blood well sheree sfather is a duke she has an american accent but she is thescreenwriters convenient method of forcing this monstrositytoward its inevitable conclusion sure this minion of satan mayhave killed countless hundreds over the years but how is hegonna do against a good old fashioned american butt kickin after prosatano has been vanquished killed by his own scepter ienvied him he did not have to watch bezi steal calvin s walletagain we are treated to an awful coda involving a bearded manwho has been watching shutter i mean shatter and calvin ontheir quest you see it was foretold somewhere that twowarriors from the west would defeat prosatano the silentbearded man who watched over the couple was none other thanjesus i kid you not he is listed as prophet in the end credits but you and even your pets will recognize the subtle christianreference the film makers are trying to exhibit here like in i use a walker texas ranger norris is aging and cannotget into his fight scenes too much anymore he kicks a lot andpeople fly over furniture in slow motion and then norris gives all ofhis line readings in that monotone voice of his oh what a realdirector might be able to fashion out of him his brother aaron who has directed him in other films as well has no sense of storyor momentum scenes are thrown in for ego s sake not toentertain the scenes when the dynamic duo first meet bezi dragon and on and then bezi is not all that important to the rest of thefilm the film was shot on location in israel which means theamericans could insult the israelis in person there is not onelikeable israeli character here the israeli police captain is a jerk the cops driver does not know english and calvin convinces himthat the word sh tty is a compliment nothing funnier thanmocking those stupid foreigners on their home turf especiallywhen all this racist humor is coming from an american minoritywho would have been more than offended if the tables were turnedand the israeli cop was mocking the african american cop inchicago this film is badly written badly acted and badly directed it doesnot work as action cop drama or even horror it just shows thatthe now defunct cannon studios was willing to throw their moneyinto anything no matter how badly it was planned hellbound issurely a most adequate title i disliked this movie intensely this is rated r for physical violence gun violence strongprofanity some sexual references and some adult situations ,0
i was cast as the surfer dude in the beach scenes almost got cast as the muscle guy since the real muscle guy was really really late that day pauly had my brother and i the skateboarder in front of the tattoo place do some vj stuff in between takes live from venice since he was still doing his mtv thing this movie is really good as well would it have made my top 100 if i wasn t in it ,1
the only reason i am bothering to comment on this movie is to save you all 97 minutes of your life and maybe your money i bought it ex rental for 3 00 it looked interesting so i took a chance within minutes of turning it on i realised i d made a mistake the entire cast should be stored away until winter and then thrown on the nearest log fire where they could meet more of their kind as for the devin hamilton writer and director he should just be shot sadly this should have been done before he made this rubbish avoid this film if you see it in the shops run away 1 10,0
this movie was rather awful vipul shah s last movie was good this one was just bad although it s a good story and is handled in a great way aatish kapadia who adapted this movie from another gujarati play avjo wahala fari malishu made a good but slow pianful 2 and a half hours to watch there are a lot of flaws in this movie but it s still a entertainer songs are rather bleaked out and don t work well but they re still good overall not a movie you would enthusiastically watch it s still a story to take in to account and it s good if you re the relationship type pretty good movie with loads of flaws and humor that s really not needed even one bit,1
this film is full of interesting ideas some scenes are truly hilarious the dialogs are witty and colloquial the tension in the film comes not so much from the murder mystery plot as from the relationship between the characters the film tells two stories in parallel the first story involves the characters played by trintignant and kassovitz trintignant is an ageing drifter with a somewhat ridiculous macho toughness who is followed by a naive young man played by kassovitz with plenty of good natured smiles many good moments in the film come from the contrast between the two characters for example when trintignant tries to teach kassovitz how to be intimidating the second story tells how a salesman played by jean yanne gives up his job and his wife to find the murderer of a young friend yanne plays the part with a kind of aggressive irony i wish i could describe this better after a while the viewer understands how both stories are connected and they meet indeed in the end in a surprising but also logical ending the film is a successful mixture of the witty but superficial gangster films the director s father the celebrated michel audiard used to write and the typical french film with lots of psychological depth and lots of care in the display of emotions ,1
well let s be fair following up a cult classic like road house is no easy task now subtract swayze from the equation and you get a monumental task so with patrick not on board whose bonehead idea was it to proceed anyway and make this piece of garbage i am going to blame the director who didn t even provide 5 minutes of decent footage throughout the entire film i was actually shocked they got will patton armaggedon to jump on board johnathon schaech did an ok job with the lead but the writing was atrocious turning down his partner brunette bombshell crystal mantecon in the film s first 5 minutes made me want to eject it right there but i stuck with the film hoping to catch a glimpse of that great cheesy humor that worked so well with the double duece no such luck the cover of the dvd is hilarious they show these two stacked blondes who make one 10 second appearance in the film costar ellen hollman actually puts in a decent performance as well but again the effort is futile in a piece of garbage and disgrace such as this has jake busey ever been cast in a decent film could they not pull at least a few actors in from the first film for some kind of nostalgia treatment even one of the old bouncers or two or jeff healey for a performance would have been nice take this film out of your queue immediately lostflix,0
totally disgusting and cheap bawdy humor i loved it it is the most disgusting and totally horribly acted film except for nicolas read who plays an un dead court jester to comic brilliance but being that as it may i laughed so many times and i have to hand it to the film makers it wasn t pretentious or ordinary in any way raping fighting zombies vomitting on their rape victims what other movie has this not for the quesy but with a pizza a bong and a six pack of beer you got it made if you have a cast iron stomach and a juvenille sense of humor like myself ,1
if you have not heard of this film from walt disney pictures do not worry about it it would be classed along the other films by disney that are meant for educational purposes like family planning it was co produced with kotex to teach pre teen girls about menstruation supposably it only educates at a superficial level so it does not go into heavy detail for the animated ram s head reproductive system sequence the film does show the wonderful world of disney elements like the turning of the page and the use of animation to tell the story this film is impossible to find so if you can find the film best luck to you and enjoy ,1
i saw this movie when i was much younger and i thought it was funny i saw it again last week and you can guess the result some funny parts in it very few and too long the beginning is the only thing that is funny if you ask me if you want a total b movie this is a good pick but don t expect too much from aliens dwarf size,0
okay first of all i missed like the first 15 minutes of the movie so i missed credits and stuff so when i finally got to it i was like who the hell is this dude i found out it was flex like hours after watching the movie flex didn t look like michael jackson not one bit he couldn t dance like him or move like him the only thing he almost had was the voice people commented on elizabeth taylor but i can t really comment on that because i don t know much about her the whole movie was like just plain wack the dialogue sucked the cinematography if it can be called that sucked the soundtrack sucked the acting sucked yes even flex i m so upset about it though i didn t want it to suck i m so sad that flex got told he can get away with it but the whole thing looked like dress up you know it s like nobody looked like they were supposed to except for joseph jackson the concert sequences just sucked i m sorry but flex just can t dance like michael i mean like what the hell was vh1 thinking the makeup didn t even match like the time of whatever michael was going through for example in the movie he was still dark when neverland got raided the first time around in real life mj was white as hell there was some sort of stupid delay in his skin discoloring the movie wasn t boring well for me it wasn t it wasn t really anything i was just so upset about everything that was wrong with it i wanted to see how it turned out and if flex could redeem himself he didn t really the only part i found like a bit interesting was the whole lisa marie thing when they fell in love that was nice but i had to turn my face away when they kissed heh and only two parts made me collapse with laughter the first time was when they cut from michael with short hair you know the thriller era to michael with long flowing hair from the dangerous era and he was still black that was funny the second time i laughed was when they showed all of the posters and memorabilia of michael but they had flex s face instead it was so funny overall this movie was cheap trash it was simply two hours of dress up and could have been so much better but no vh1 is cheap watch if you want but this movie is not funny considering the ridiculousness of it i came out of it feeling angry and when i found out it was flex i just started to feel so bad so watch if you want ,0
the story centers around barry mckenzie who must go to england if he wishes to claim his inheritance being about the grossest aussie shearer ever to set foot outside this great nation of ours there is something of a culture clash and much fun and games ensue the songs of barry mckenzie barry crocker are highlights ,1
very good drama about a young girl who attempts to unravel a series of horrible crimes she enlists the aid of a police cadet and they begin running down a series of clues which lead to a traveling carny worker with a long police record an ending which is guaranteed to keep you on the edge of your seat ,1
8 2008 when i originally wrote my comments shortly after first seeing this film i took a critical view feeling that lemmon and matthau had basically phoned in their performances which paired them in a manner they d done several times previously but upon seeing it again it seemed different especially in view that neither of the two main mega stars lived a great deal longer after its release with the exception of spiner all of the eight principals are performers with considerable experience and likewise unavoidably a lot longer in tooth than we ve seen in many of their other film and t v work but isn t almost everyone seeing it again while it certainly won t be regarded as a classis in any of their careers it is a fun film with a lot of interesting scenery as well from my viewpoint it reminds me that many films plays etc can often be looked at either from a very critical viewpoint or looking instead to the lighter side without expecting a film to be another citizen kane casablance or in terms of the two leads another original odd couple it also will provide a continuing piece of nostalgia for lemmon and matthau as well as the others in the cast ,1
okay look i ve seen lots and i do mean lots of these types of films you know the ones where the dvd cover just look so good and scaarrryyy that you just cant wait to see it well i got got again and i m getting pretty tired of it but i digress it s pretty simple it sucked i know rather juvenile but it did andi so agree with the other poster that if we had to sit through the boring thing why oh why did the lead actress have to be so unnattractive distractingly so if i may add and the scowl she used convey unresolved pain grief over the death of her daughter did little help i mean jesus oh but the crawling on her back demon thingee was pretty neat ,0
i loved long way round and wasn t even aware of race to dakar until i saw it on the shelves of my local supermarket i bought it and after a slightly hmm will this be as good first episode i decided that it was charlie boorman was great as were the other members of the crew great to see him with ewan again there was a fair bit of swearing in it but that didn t bother me as for their being no mention of it on the package thats more to do with the silly excempt from classification certificate that the bbfc have they should have given it a 15 just for the language alone highly recommended series i want more ,1
a brother s promise is a wonderful family film this is a biography of dan jansen a champion olympic speed skater the movie depicts this athlete s life from a young age through full adulthood the love and support of the family members is evident throughout how dan and the rest of his family handle winning and losing races is a life lesson for all of us the commitment and determination of dan s coach and his teammates shows what it takes to make a real team how dan and his family deal with a devastating illness of a loved one is depicted without undo sentiment or sugarcoating the faith of the family is shown in basic terms and is obviously a major part of their lives this is a powerful family film which can be meaningful for a person of any age ,1
a woman finds herself caught up in an apparently inexplicable rash of suicides then again are these really suicides it seems as though there s a ghost on the loose guess what the ghost has long black hair that hides its face and it moves about with its head or arms twisted this way or that making for a very weird looking specter recurrent theme music plays from unexpected locations to announce the arrival of the ghost and bizarre sound effects which resemble the sound of small twigs being snapped always accompany this hapless spirit does any of this sound familiar well if you ve seen a few asian horror movies in the last 10 years it should borrowing heavily and unabashedly from the ring one last call and a few other recent horror hits this film tries to carry an uninteresting and worn out plot to a climax but we ve seen it all before avoid it unless you re desperate or haven t seen any other asian horror movies in the last 10 years ,0
the movie slugs is unique because the titular vermin are actually the good guys in this horrific tale of nature gone awry you see these poor slugs have been mutated through the pollution of evil humans and don t mean to do anything malicious they re just slugs slugs with sharp teeth who eat flesh and excrete poison but slugs none the less the real bad guys are the humans who either actively try to destroy our beloved slugs or overreact when they encounter them for example take the scene where the guy puts on the glove full of slugs they were just hanging out in a comfortable work glove when out of nowhere this giant hand came at them and they reacted instinctively defending themselves and biting the guy now instead of seeking medical attention for his slug bite this guy runs around his greenhouse screaming like an idiot spills some highly volatile chemicals starts a fire knocks a bookcase over on himself and cuts off his own hand then the fire and volatile chemicals mix and his house explodes how can you blame that on the slugs this movie paints a portrait of humans that is less than favorable the characters in this movie include the dumb sheriff who hates everybody the drunk hick who s mean to his dog and the lumpy sidekick whose wife is at least forty five years older than him there s also a set of drunken teensthat get attacked while copulating and we have to see the skinny long haired freaks genitals meanwhile there s a guy who looks like a demonic leslie neilson who yells you don t have the authority to declare happy birthday for some reason finally this parade of loathsomeness is rounded out by the guy from the mst3k classic pod people whose face explodes after eating a slug laces salad another easily avoided fate blamed on the helpful harmless slugs humans are portrayed as greedy stupid racist alcoholic and in one pointless scene as would be rapists in the movie s climactic scene the villainous humans try to burn the slugs who are cowering helplessly in the sewers well since they re idiots the humans succeed in blowing up the entire town they alone do more damage than the slugs ever did if you hate humans and i know i do you ll appreciate slugs if you re a fan of bad cinema you ll also appreciate this crapfest from the director of pieces and pod people there s enough bad acting silly dialog illogical plot twists lame special effects pointless scenes and poor dubbing to hold your attention ,0
i ve just been at the cinema in down town prague watching this film not due to the poster i found very holywood old fashioned heroicstyle not due to the high level starring which remind me that mostof those high starring french films are usually pathetic but justbecause there are not so many films in my french mother tongue in acity like prague and because i love adjani depardieu and rappenau scyrano then i decided to write up this small comment because i thinki really don t agree with the comment main stream on this film on imdb i was not disappointed the film just look like the poster thecharacters are just as stupid as they look like for a while ithought adjani would be like a caricature just a funny characteryou can laugh at no she is not for example when she decides to telldepardieu she is the one who murdered the fat one she killed at thebeginning of the film then come the violins in a big fat patheticmusic which should make you cry and realize adajani s character is adeeper person as she looks like maybe this was humor at the 10thlevel but i am sorry my sense of humor is not that high if i want tosee some funny french film on the wwii i watch once again la grandevadrouille it is definitively more fun i have also read on imdbthat lemoine is making a great performance in this film i have tosay i have never seen a so bad acting well i have never seen any edwood s film nevertheless the film is good filmed with a lot of good very costly scenes like the one with the pantheon in the morningwhen the german army arrives at paris or when the refugees settle downon a bridge in bordeaux i think rappeneau is a good filmmaker butthat he does better with a good script it was easy with cyrano hehad not to write the dialogs i give 1 10 ,0
i typically don t like reality shows particularly the ones that are profiting off of american idol s success but this one i can live with comedians from all around the world perform a brief routine for celebrity talent scouts and if they like them those guys will be sent to perform a routine for an actual audience then ten or twelve comics are selected to live in a house together and do survivor style competitions using comedic tactics then one will be determined as last comic standing i do like stand up comedy so this is the one reality show must keen to my interests there are usually some pretty funny comics selected through it started the careers of such talents as alonzo bodden ralphie may and josh blue my negative criticisms is the fact that there is the possibility that a lot of these comics were selected for their contribution to reality show drama at first they lived together in a house like big brother but now they ve done away with that thank god and there are a lot of comedians i felt were only chosen not because they re funny but because of race ethnicity attitude sex etc when other comics clearly should ve beaten them out but overall it s a well made reality show which are two terms up until now i thought were an oxymoron ,1
growing up in nyc in the late 80 s early 90 s club scene i can personally say this is one of the most important documentaries made in covering that place in this time period no madonna did not come up with the idea of voguing but this is where she got it from instead of taking out violence on each other or in bitchy cat fights voguing allowed people to fight within the confines of everything short of touching each other which would warrant an automatic disqualification seeing these kind of extraordinarily talented well orchestrated throw downs in the clubs was nothing short of spectacular and all the big names from back in the day are here pepper la beija paris duprée xtragavaganza etc all commemorated in the likes of such period pieces as malcom mclaren s song deep in vogue it didn t matter who you were or where you were from because when you walked through those doors into this magic kingdom of sorts you became part of something bigger than yourself you were important and most importantly the creation of your own moves and imagination and anybody from anywhere could become king or queen as the case may have been the words and wit were just as sharp as the moves on the floor all of the tension excitement and magic of that very urban nyc energy is captured in this film brilliant please release on dvd for the world to see thank you ,1
a christmas story is a holiday classic and my favorite movie so naturally i was elated when this movie came out in 1994 i saw it opening day and was prepared to enjoy myself i came away revolted and digusted the anticipation that rang true in a christmas story is curiously missing from this mess a red ryder bb gun is better to get than a chinese top and it is not very funny at all charles grodin is good but the buck stops there bottom line 1 star don t even bother ,0
sometimes hallmark can get it right like the 10th kingdom but many of their fantasy films plod and this falls into the latter category the version i saw may have been cut a demon shown in the trailer and publicity stills didn t appear but anything that made the movie shorter can only be a blessing possible spoilers if you are unfamiliar with the original fairy tale anyway the film updates the story to the early part of the 20th century and makes gerda and kay here called kai being a lexx fan i kept expecting him to say the dead do not solve puzzles 18 year olds hans christian andersen s basic story is followed the boy gets a shard of ice in his eye goes bad is taken off by the snow queen to solve a puzzle in her palace and gerda goes to find him having various adventures on the way as the two main characters are older than in the original a lot of time is spent getting them together and in love unfortunately i was never convinced that they were particularly in love and certainly not enough in love to make sense of gerda s quest by the time the main plot kicks in the movie s pace has slowed to a crawl alas when gerda begins her search for kai it only manages to pick up the pace to a leisurely stroll there are a few odd additions to the story that seem to go nowhere at the start of the film the snow queen kills gerda s mother but no explanation for this is given a polar bear living in the snow queen s palace is more than he seems though this is possibly because the producers realised that the bear s feelings towards the snow queen would be ok in a fairy tale but not in a modern film again this is never explained also hints that the snow queen has an erotic desire for kai are dropped but never followed through the script is also full of anachronisms that really jar you out of the fairy tale mood the production looks good though there is evidence of penny pinching the snow queen s palace is the hotel where gerda and kai lived covered in ice the three main characters are played with varying degrees of success kai comes across as bland as does gerda initially but once she sets off to find kai you warm to her bridget fonda looks great as the snow queen but seems to be in a different movie to everyone else ultimately the film is unsatisfying it looks good but drags and lacks magic ,0
this cartoon was strange but the story actually had a little more depth and emotion to it than other cartoon movies we have a girl at a camp with low self esteem and hardly any other friends except a brother and sister who are just a miserable as she is she reaches the ultimate low point and when the opportunity arises she literally makes a pact with a devil like demon i found this film to be very true to life and just when things couldn t be worse the girl sees what she s done she feels remorse and then changes and then she helps this dark mystical creature learn the human quality of love the twins improve too by helping the little bears and then they get a sense of self worth too a very positive message for children though some elements of the film was strange it was and still is a rather enjoyable film the music from stephen bishop tootsie songs made the film even better,1
one of the most interesting things is that this 1988 film is highly touted as an in name only sequel there s nothing wrong with that except this the return of chevy chase as ty webb this connects the viewer to this character from the original caddyshack in 1980 and makes fans thinking or wanting caddyshack ii to be similar to the first one there are rumors that rodney dangerfield was supposed to return he carried a big part of the first film so his return would have put caddyshack 2 over the top jackie mason is the new rodney for this movie and does a decent job even though their comic deliveries are way different dan aykroyd was great but not in the film enough he should have been involved to the tune of how much screen time bill murray got in the first one robert stack airplane was good in the new ted knight villian role we miss you ted danny noonan should have been back so many others could have returned to show us what happened to their characters eight years later bushwood should not have undergone the total makeover it did instead the characters involved rather than the club itself should have been the main focus like they were in the first one when you watch this film keep in mind that it isn t a major sequel and you may think it s another good or bad eighties comedy fans of the first should see it but don t be shocked when the comparisons between the original and part ii are so far apart ,1
yes i spelled that right this movie is so predictable the actual word needs additional letters to exemplify the predictability from the moment the principal characters and situation are introduced it is paint by numbers as to where this plot will take us the foreshadowing was as subtle as a two ton sledgehammer you could take numerous pieces of dialogue and anticipate the role it would play in the ending catherine zeta jones and aaron eckhardt did decent jobs in undemanding roles and abigail breslin played the cute role admirably it s just that the movie brought absolutely nothing new to the romantic comedy genre the romance was tepid and the laughs were weak and few sure it s an ok movie if you have nothing to watch but you won t miss anything by missing this one ,0
if i could give it less that 1 i would do not bother to rent if someone gives you the dvd burn it this is horrible movie making a total waste of even digital film i have seen better on youtube made by 12 year old boys lommel claims to have written this if that is the case he is a classic case of someone who is illiterate in two languages the story line is none existent the dialog is mainly screaming the camera work is some sort of attempted arty flairs with nonsensical cutting of totally unrelated jumps to either industrial transportation scenes or some sort of odd angry young woman rift i can usually follow a less than obvious plot or see the purpose in a creative film i like david lynch this one is either so far beyond my limited powers of comprehension i missed it or it is totally pointless i think this is a lets see if we can grab a title that will be coming out soon and do a weird rift on it and see if we can grab some of the bucks con job i cannot see why lionsgate even bothered with this totally worthless it is so bad i will not rent any other by this same director ,0
i thought this movie was terrible i m chinese so i thought everything was totally wrong many of the facts were incorrect the only thing right about chinese history in the movie was when wendy s mother explained to her husband about the statues that guarded shihuangdi i also thought the fight scenes were very cheesy and fake many of the actors and actresses were not very great some of the jokes that were supposedly funny were really stupid i think this movie should receive the worst possible rating it could get disney has really got to get more information about chinese history if they want to create an extravagant movie mulan was quite accurate watch this movie if you want to waste some time ,0
about the movie itself there are ample comments i just wanted to say something about the german version which i have seen recently on tv it is heavily cut from 103 to 76 minutes it is usual that the most bloody scenes are cut for german tv i understand the reasons for that but this movie was something else they did not only cut gore shots they have cut entire sequences sparing only glimpses like we have to attack them one 5 second shot of explosions in the camp protagonist running away when the assault on the island begins it isn t even possible anymore to follow the storyline all the cuts create something that amounts to a string of erratic disconnected scenes that don t make any sense anymore i could not stand to watch the end after spending 60 minutes on this nonsense i think i would have given the original 7 10 the german version is worth only 1 10get it on dvd and check the runtime first or forget about it ,0
spend your time any other way even housework is better than this movie the jokes aren t funny the fun rhymes that are dr seus aren t there a very lousy way to waste an evening my kids 4 16 laughed a little at the beginning the younger ones got bored with it and left to play barbies and the older ones left to play ps2 and surf the net my wife left and did dishes so i finished it alone it was the worst kids movie i have seen if you want to watch a fun kids movie watch shrek 2 that movie is fun for kids and their parents avoid this movie it isn t funny isn t cute the cat s makeup is about the only good thing in it and you can see that on the disc label ,0
what can you say about the film white fire amazing fantastic disturbing hilarious these words are not big enough to describe the event which is white fire from wobbly garbled beginning to profound end this movie will entertain throughout our movie begins in the woods of a country somewhere in the world a family is hiding from unmarked soldiers in costume shop uniforms when the father separates from the mother and their childen you get a real sense of what kind of movie you re about to watch father makes sure to roll down hills in his all white outfit and is polite as he gets people s attention before he shoots them but alas dad is burned alive in what looks like a very unsupervised unsafe stunt meanwhile mom and the kids are running down a beach with an armed soldier trailing about 5 feet behind them he too gives a stern warning before action in the form of a bizarre halt and then promptly wastes the mother this action sequence sets up the happy childhood of our heroes bo and ingred so now we fast forward about 20 years 30 if you re honest about the hero s age to beautiful turkey where bo and ingred have settled as professional thieves or diamond prospectors or something ingred works at a diamond mine where she helps herself to the goods while bo masterfully played by the dynamic robert ginty drives around the desert in his denim outfits bo and ingrid have an interesting relationship they don t seem to have any friends other than each other and they spend all of their time together that coupled with the fact that bo has expressed his desire to sleep with his sister as evidenced in lines such as you know its a shame you re my sister he says to her while she s stark naked make for a very dynamic duo bo is then crushed when ingrid is killed as he wanders the beaches of turkey with his ceremonial pink grief scarf a renewal of hope occurs when bo finds a girl who looks like ingrid and gives her plastic surgery to make her look exactly like ingrid this opens the door for bo to have sex with his sister without it being technically wrong bo is a real fan of ethical grey areas and he is overjoyed with his new love so anyway there s a lot of fun action scenes ridiculous violence great acting impossible to follow plot lines fred the hammer williamson for some reason and a big chunk of dirty ice which is supposed to be a giant diamond which later explodes all of these things are great but the bo and ingrid relationship is what makes this movie special really special so i heartily encourage everyone to behold the majesty that is white fire you may be glad you did or not ,1
when the trailer for accepted first came up many people began to get excited about seeing it really excited who could blame them it looked like fun but that s exactly the thing people went into accepted looking for a good movie but if you think about it accepted isn t the type of film destined to be a good movie it s meant to be a film that pleases its crowd without too much effort being given that being said for those of you who expected a great film you need to think about what could be made of a comedy like this one think that and you will truly enjoy the film because you ll rid yourself of your idea that the movie will be fantastic bottom line watch the movie and have fun but don t look for anything groundbreaking ,1
