sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,19,17,39,6,181,3,242,4,84,8,149,7,12,3,236,19,13,1,4,188,11,14,1,67,18,88,1,68,14,345,30,5,114,3,163,220,18,4,1,19,92,40,6,3,177,75,28,28,14,11,102,26,3,17,76,123,7,67,8,1,224,172,231,134,55,79,36,46,280,2,4,87,32,89,18,95,7,14,105,116,105,80,213,32,89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,18,1,333,4,18,22,12,71,22,172,66,102,25,52,17,9,7,12,1,373,1,4,6,125,11,7,12,5,83,246,8,1,71,1,4,71,64,1,12,286,4,1,19,2,1,288,6,23,4,111,304,3,35,1,12,295,24,13,1,196,309,6,5,26,5,1,8,1,286,233,2,161,358,6,6,4,6,2,6,356,16,56,56,100,31,33,2,24,397,3,9,118,10,14,18,333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,30,97,7,34,11,49,34,97,7,5,312,8,10,15,182,62,21,5,295,309,21,72,5,244,131,244,382,2,205,232,2,11,86,304,21,72,5,26,5,380,2,131,13,41,11,9,146,20,124,21,72,5,79,7,73,22,59,2,178,21,72,5,26,5,76,36,2,170,5,114,3,119,15,76,3,328,2,52,4,131,240,2,79,7,88,21,384,20,79,111,16,107,130,73,10,29,2,3,149,18,77,38,88,30,38,5,142,18,116,8,107,1,239,2,127,164,3,142,31,1,2,22,1,8,1,4,10,136,70,8,20,25,11,281,4,36,111,119,329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,9,129,106,256,29,4,1,2,380,214,304,2,31,33,9,47,5,1,71,214,2,10,29,149,6,63,5,16,73,16,5,95,74,107,9,369,1,224,1,71,231,5,26,43,3,4,1,71,15,2,89,7,6,64,39,24,3,155,54,141,150,17,8,7,6,43,197,345,348,4,19,11,16,29,54,136,1,15,6,181,308,1,66,136,7,67,68,2,18,231,81,20,114,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,1,2,168,87,319,2,4,27,158,1,4,2,1,4,12,6,2,3,5,114,27,40,3,31,1,6,36,186,206,202,44,64,2,28,8,40,280,2,56,1,117,42,3,86,4,117,84,26,8,13,318,4,27,96,8,28,5,13,27,5,2,2,64,27,280,252,16,1,15,1,241,6,2,31,261,1,4,265,2,296,2,205,10,193,3,19,8,1,4,101,311,9,57,25,5,25,93,48,8,12,55,87,8,27,1,115,55,2,18,55,6,3,346,22,52,2,4,2,57,25,97,7,3,392,29,267,22,40,214,55,6,43,56,18,12,17,33,8,33,9,10,19,2,57,46,74,323,32,1,196
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,183,2,9,343,10,98,2,143,7,3,4,51,1,77,154,62,244,378,52,59,8,171,148,1,8,78,16,69,287,46,1,1,12,9,61,43,124,11,62,378,14,309,2,49,31,1,153,4,1,216,28,14,2,56,98,102,375,51,1,12,154,17,10,297,75,95,16,1,12,124,45,21,146,20,25,21,146,20,10,98,8,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,169,33,18,3,66,210,15,17,10,14,43,3,4,20,90,237,47,10,15,44,6,88,45,21,38,5,1,315,266,66,126,2,3,66,209,89,130,18,7,39,14,56,2,1,14,92,7,14,37,9,310,164,44,123,10,111,245,62,50,108,46,231,55,3,49,55,29,9,22,1,74,154,1,238,15,43,5,2,60,45,7,189,111,119,56,125,9,20,27,74,15,2,9,45,9,310,127
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,19,3,58,172,14,31,27,113,1,30,35,99,346,3,321,68,157,90,1,361,2,31,3,2,7,5,130,200,73,7,129,130,200,142,30,80,1,338,24,127,1,58,196,77,30,1,157,2,361,5,8,1,10,19,14,207,148,5,32,1,77,30,114,7,17,7,134,3,58,68,188,298,1,247,6,9,1,35,7,6,93,90,1,4,77,6,46,10,19,14,54,7,14,3,73,172,7,1,68,4,1,4,2,1,32,1,157,5,52,2,14,73,293,104,3,54,19,9,61,279,7,5,77,17,52,77,61,23,343,7,6,3,19,46,54,157,192,20,131,136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,19,6,1,68,4,3,30,41,22,27,44,5,8,1,145,2,4,35,152,1,247,109,27,16,3,4,2,7,13,33,1,2,5,29,57,35,3,65,5,1,16,27,2,5,16,28,250,35,5,8,1,22,1,145,4,3,44,27,80,106,76,5,27,325,1,30,6,1,17,80,79,76,3,35,4,27,178,61,23,26,13,27,58,267,16,1,30,6,32,1,17,227,186,30,314,22,18,1,10,19,6,23,18,249,2,9,47,374,138,7,235,20,32,1,7,12,3,390,389,207,2,19,11,41,13,390,2,193
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,11,327,192,20,211,7,12,5,1,4,168,7,1,14,105,2,10,251,5,8,131
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,3,46,3,220,6,108,55,6,80,89,60,1,8,1,11,26,103,11,28,14,105,2,11,27,325,87,28,6,28,47,5,17,23,16,329,160,122,80,60,12,5,35,2,3,163,115,30,7,393,41,6,1,4,40,378,1,19,6,3,116,22,1,1,68,250,33,1,21,7,5,17,7,6,37,269,32,36,185,246,2,11,21,47,20,17,76,50,8,1,218,42,69,93,22,259,5,119,2,55,2,24,32,3,4,109,137,8,3,2,11,61,2,21
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,185,16,1,8,1,150,193,189,185,16,1,198,229,1,158,198,14,63,63,11,245,72,62,2,9,1,8,4,1,290,79,52,8,239,294,354,35,229,28,14,135,27,136,10,15,6,63,54,16,73,57,7,25,97,62,45,9,235,20,8,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,106,168,108,1,185,37,9,9,14,8,49,1,113,144,8,10,15,3,144,8,40,71,50,187,393,8,40,267,17,11,6,56,18,10,345,96,41,4,62,100,11,9,310,106,76,145,56,91,2,17,313,4,33,9,20,25,392,1,68,4,8,1,12,122,1,307,354,368,2,33,53,24,81,20,131,59,168,10,18,3,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,223,5,26,390,389,17,7,41,5,26,9,43,7,35,2,9,344,7,1,126,14,58,54,2,52,7,6,2,271,326,1,361,5,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,9,14,49,9,62,18,234,93,1,2,104,3,387,9,5,60,71,4,33,3,15,65,8,225,2,1,239,2,35,3,73,9,193,399,1,15,8,1,1,14,193,33,91,70,1,97,1,58,17,16,8,27,8,1,153,21,81,20,396,131,361,396,131,59,197,15
1,39,6,56,1,52,10,13,53,4,2,286,230,120,50,230,120,225,264,1,158,2,1,1,2,1,33,202,111,17,112,24,110,32,5,112,115,2,1,2,1,24,115,6,3,46,3,30,272,8,27,162,12,65,42,5,79,13,2,6,6,2,157,13,52,1,4,1,6,17,51,12,95,194,46,1,19,6,1,86,11,99,121,81,20,274,1,309,64,89,7,294,3,286,18,184,5,385,225,264,1,19,13,3,239,1,2,1,54,198,253,2,1,2,1,6,3,242,48,2,190,96,332,30,5,1,31,3,2,41,4,27,2,85,1,4,3,59,30,42,56,5,1,134,10,18,1,361,6,13,1,191,99,5,1,4,2,37,1,92,28,90,27,2,4,8,74,1,19,6,46,3,16,3,5,115,172,1,2,1,172,35,36,2,99,258,115,6,36,387,13,150,1,2,1,6,64,119,8,3,267
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,3,19,46,52,307,11,76,53,162,267,1,19,6,8,161,86,13,116,48,18,1,3,5,3,13,36,2,3,30,133,315,1,126,14,17,1,2,72,116,5,5,3,68,1,392,21,135,226,181,54,46,1,4,1,19,39,70,52,150,2,52,46,11,3,116,10,6,3,19,13,2,1,14,54,2,1,91,321,5,100,7,6,326,1,114,45,21,38,11,281,4,19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,3,183,19,10,6,3,4,3,1,15,10,12,100,35,3,163,154,302,1,117,2,4,1,183,6,90,2,1,372,4,27,183,2,6,3,100,18,33,4,157,1,2,4,12,2,27,263,51,7,294,5,82,3,158,90,2,27,183,13,3,4,3,344,29,6,202,44,1,4,1,183,6,8,2,6,3,214,4,53,368,10,6,3,183,19,65,47,26,18,3,358,4,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,35,1,130,71,7,36,4,3,11,290,160,30,10,15,72,46,16,78,16,3,7,205,3,358,38,85,3,109,147,20,88,17,9,169,135,11,3,15,13,48,75,3,15,22,3,1,14,31,248,261,171,1,71,10,15,14,320,2,237,13,7,140,26,9,10,22,1,196,16,1,2,304,107,11,24,8,1,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,309,98,4,33,59,249,223,10,57,26,3,350,136,11,20,130,3,1,42,3,2,16,29,4,1,263,4,33,59,324,1,152,32,3,185,6,16,1,303,6,16,3,30,6,353,58,141,132,1,98,42,353,69,18,1,4,16,2,5,36,10,6,9,47,60,37,101,35,1,98,1,4,183,117,2,102,10,26,8,3,98,46,74,24,125,16,2,10,6,56,98,46,2,7,42,37,78,48,101,4,1,80,60,22,1,98,24,58,158,1,398,65,42,69,236,78,94,42,37,2,5,83,1,91,368,65,205,1,238,136,48,194,221,130,5,30,42,36,2,5,18,12,95,2,109,271,172,172
1,33,1,35,2,80,61,106,103,51,14,10,2,138,356,47,20,111,48,52,70,8,3,115,368,22,27,244,2,8,36,122,28,6,32,3,39,24,56,8,12,178,1,91,2,1,4,1,130,154,252,2,293,1,215,2,1,24,1,19,42,106,1,142,4,3,29,7,199,11,1,115,2,1,5,2,5,171,1,1,19,13,1,115,234,289,13,36,254,1,5,82,87,154,3,2,28,6,3,8,27,59,7,12,33,1,48,16,112,292,5,174,35,1,261,10,29,102,11,1,2,3,5,1,32,1,115,2,1,5,51,364,97,3,379,104,18,1,4,31,1,4,1,19,1,11,125,3,19,102,192,20,63,31,1,2,86,5,3,4,339,1,19,102,25,13,56,241,31,33,1,29,1,115,47,13,27,14,5,82,119,2,135,110,38,10,29,28,84,12,16,3,173,30,61,3,178,87,8,1,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,7,205,111,115,170,5,1,24,255,22,75,227,186,2,8,125,3,86,11,7,175,41,4,131,370,161,14,2,20,25,69,141,45,7,70,81,20,60,10,15,39,12,3,158,21,310,106,26,5,343,148,5,182,120
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,117,68,6,3,311,2,61,106,26,9,47,20,64,90,101,261,9,151,93,10,6,29,15,11,9,102,114,161,155,2,135,117,39,6,133,46,10,15,9,25,344,74,117,68,107,38,236,220,2,49,9,118,53,50,39,17,39,6,133,46,11,43,205,7,376,1,91,1,239,2,1,15,12,1,1,253,46,6,376,7,6,36,311,2,9,151,106,63,93,3,15,38,7,318,171,44,229,9,81,20,118,39,6,29,11,205,10,15,37,344,17,101,184,3,177,4,65,24,32,42,3,91,3,13,241,2,2,1,29,4,1,113,351,42,120,301,157,10,15,6,207,22,270,2,9,61,5,114,7,16,219,16,34,98,7,17,9,61,9,25,56,8,299,10,29,34,140,25,399
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,29,227,254,28,41,4,1,7,87,160,5,130,145,335,1,22,131,179,6,3,8,237,322,18,52,85,61,26,1,71,286,4,1,15,6,48,38,3,4,152,1,1,348,286,22,135,4,3,17,63,11,12,46,7,4,282,21,24,8,349,107,4,3,44,27,9,195,50,162,2,23,63,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,4,1,150,22,10,15,37,81,20,64,142,31,1,31,1,153,21,310,67,7,83,8,299,10,15,67,70,8,1,96,41,108,172,231,2,34,70,1,1,70,1,35,312,304,1,4,2,18,1,8,1,4,1,15,146,20,170,5,1,15,37,34,137,30,146,20,76,5,53,44,8,52,5,1,171,52,150,24,8,43,51,6,367,5,26,45,243,6,45,21,24,211,5,26,8,3,122,10,15,6,2,21,81,20,41,21,310,31,51,24,367,5,26,44,4,1,19,1,4,150,61,43,21,2,12,4,1,4,1,4,237,30,5,60,10,45,21,221,60,10,15,79,3,2,274,7,12,8,1,31,1,45,39,12,111,8,1,19,29,4,1,247,137,61,26,39,5,7,5,21
0,45,27,6,37,28,12,7,32,3,127,9,72,256,1,145,4,1,228,17,62,146,20,2,55,41,108,46,231,55,12,153,50,17,40,47,20,25,111,12,22,16,10,15,6,16,73,16,345,2,320,36,4,90,78,10,15,1,96,257,41,8,53,162,49,34,24,32,304,16,34,146,20,31,3,1,103,233,74,2,364,1,96,13,3,373,4,23,67,6,10,144,2,23,44,64,18,1,15,7,294,46,231,7,12,43,2,2,202,120,148,9,135,25,5,46,1,258,167,192,20,234,176,39,37,28,6,1,378,4,1,371,90,101,261,134,11,8,1,107,133,152,1,325,40,2,113,18,234,1,2,34,33,354,120,108,113,144,4,1,15,6,179,31,1,153,13,3,342,4,4,1,138,20,34,43,335,1,328,22,11,18,231,29,57,48,35,10,185,293,63,17,21,47,20,63,83,22,21,309,172
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,1,35,1,3,5,37,1,121,6,43,17,99,390,389,10,297,16,29,4,1,95,2,22,1,110,8,39,24,84,52,54,4,377,8,36,37,65,24,56,48,75,356,8,44,50,8,2,5,233,74,5,382,7,12,5,11,1,8,10,116,6,36,382,181,3,317,19,5,143,17,7,12,326
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,3,15,11,5,26,3,15,92,1,91,24,322,18,17,4,83,24,43,3,4,140,23,246,10,15,65,6,3,4,19,77,30,10,15,54,17,35,33,1,77,22,149,52,24,43,2,81,20,114,107,37,34,118,11,111,66,15,6,54,1,137,2,1,15,9,118,11,101,77,24,148,5,26,92,10,15,5,82,142,38,1,15,49,7,6,43,1,313,15,46,11,9,25,120,93,9,339,11,77,61,1,173,35,38,10,64,82,10,15,141,44
0,108,7,40,100,14,8,2,7,59,11,55,102,145,240,182,102,25,1,187,4,11,78,27,109,42,6,43,3,36,13,1,165,5,1,394,323,144,8,2,11,14,1,153,4,10,5,56,7,3,238,227,108,11,2,7,12,258,14,78,48,2,75,51,14,149,17,51,29,46,1,350,258,45,1,238,165,42,69,350,35,1,385,9,25,5,195,52,5,137,34,5,82,113,4,139,301,5,83,167,16,6,1,67,29,30,63,154,29,47,20,1,318,33,130,5,173,2,95,4,33,275,4,109,39,24,105,101,289,150,2,101,4,1,150,24,105,219,52,24,2,81,20,243,5,1,68,386,22,1,74,101,24,44,246,39,140,25,69,48,46,12,2,12,2,90,53,10,6,29,68,65,57,25,3,78,119,283,262,61,79,7,31,1,29,47,82,78,48,4,10,68,32,1,273,44,12,5,65,24,395
0,162,229,34,15,14,257,8,1,99,1,142,4,1,11,63,34,33,13,1,196,22,18,52,277,2,51,18,82,50,149,6,3,4,265,82,50,48,38,22,53,29,44,96,72,48,82,50,17,7,135,235,20,54,211,5,99,43,3,4,22,1,137,37,23,67,6,10,17,1,142,38,112,24,367,5,26,316,18,139,1,8,3,81,20,174,7,149,10,6,363,12,2,139,96,2,146,20,63,255,39,370,2,85,7,8,222,49,21,60,1,22,1,228,21,61,60,11,49,6,46,27,2,27,22,10,149,28,147,20,64,164,7,5,21,47,383,28,6,4,7,2,8,101,28,34,43,72,3,331,5,79,2,34,129,7,2,11,62,332,6,1,224,22,10,39,12,56,117,2,56,370,255,85,225,10,19,21,76,3,286,67,18,44,77,30,170,5,25,44,60,161,120,97,363,81,20,64,309,41,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,370,4,14,8,1,15,9,25,256,12,2,9,221,124,64,167,9,1,1,15,14,3,94,1,257,2,12,5,100,22,1,259,16,80,12,1,126,84,1,91,5,100,154,1,2,45,21,25,256,1,9,279,11,21,84,10,15,45,21,25,23,256,1,188,1,15,156,26,5,12,370,4,6,105,302,4,217,2,5,26,97,85,3,15,11,6,3,116,123,36,2,3,286,219,45,21,25,23,256,1,1,121,8,1,15,156,292,105,5,9,10,15,3,41,4,1,121,4,1,14,5,1,259,13,94,2,126,230,47,12,251,178,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,214,46,36,6,11,45,111,21,31,3,18,361,21,47,83,8,1,280,2,132,1,8,10,387,20,53,5,1,34,24,53,5,53,49,308,3,331,13,36,28,38,28,42,306,27,177,8,100,188,49,28,11,27,2,24,5,164,1,169,18,221,329,2,1,1,3,13,3,121,2,8,362,6,36,19,45,21,63,170,5,7,12,3,177,5,43,16,36
1,110,38,1,395,2,1,38,17,88,104,1,9,255,8,1,4,36,227,186,268,18,1,44,37,231,4,1,2,1,371,127,9,25,3,155,13,10,19,16,3,227,186,2,4,33,184,9,344,1,2,7,12,1,4,1,91,6,16,54,16,21,61,143,22,111,4,12,16,36,308,227,186,9,344,46,1,71,286,89,9,7,12,3,116,2,8,181,2,18,3,371,1,260,258,16,3,227,186,9,14,3,116,8,37,7,12,23,3,371,12,19,7,12,23,63,36,19,2,9,3,116,319,176,6,7,3,54,183,19,7,12,283,2,1,19,3,7,12,23,3,19,9,57,1,317,5,130,60,2,9,169,62,5,2,279,7,5,3,4,19,7,12,317,17,9,103,52,61,130,60,2,8,117,10,19,7,12,58,8,226,2,327,45,21,24,3,4,195,7,3,73,9,213,18,1,228,18,3,8,89
